"InsetL [um]","ResFreq [GHz]","Freq [GHz]","re(Z(1,1)) []","im(Z(1,1)) []"
5,300,125,0.294399996904441,5.42302514219565
5,300,125.625,0.295025980844832,5.5017989375908
5,300,126.25,0.295678093908962,5.58045016166437
5,300,126.875,0.296356101870613,5.65898332417818
5,300,127.5,0.297059779898931,5.7374028848782
5,300,128.125,0.297788912384162,5.81571325537387
5,300,128.75,0.298543292772101,5.89391880097757
5,300,129.375,0.299322723406726,5.97202384250595
5,300,130,0.300127015380978,6.05003265804488
5,300,130.625,0.300955988395428,6.12794948467948
5,300,131.25,0.301809470624563,6.20577852019094
5,300,131.875,0.302687298590504,6.28352392472154
5,300,132.5,0.303589317044043,6.36118982240947
5,300,133.125,0.30451537885272,6.43878030299471
5,300,133.75,0.305465344895824,6.51629942339755
5,300,134.375,0.30643908396617,6.59375120927095
5,300,135,0.307436472678469,6.67113965652814
5,300,135.625,0.308457395384222,6.74846873284678
5,300,136.25,0.30950174409288,6.82574237915076
5,300,136.875,0.310569418399344,6.90296451107115
5,300,137.5,0.311660325417477,6.9801390203872
5,300,138.125,0.312774379719728,7.05726977644871
5,300,138.75,0.313911503282642,7.13436062758098
5,300,139.375,0.315071625438208,7.21141540247328
5,300,140,0.316254682830987,7.28843791155204
5,300,140.625,0.31746061938094,7.36543194833994
5,300,141.25,0.318689386251905,7.4424012908017
5,300,141.875,0.319940941825618,7.51934970267789
5,300,142.5,0.321215251681318,7.59628093480756
5,300,143.125,0.322512288580822,7.67319872644091
5,300,143.75,0.323832032459076,7.75010680654283
5,300,144.375,0.325174470420143,7.82700889508837
5,300,145,0.326539596738624,7.90390870435112
5,300,145.625,0.327927412866502,7.98080994018545
5,300,146.25,0.32933792744534,8.05771630330358
5,300,146.875,0.330771156323988,8.13463149054844
5,300,147.5,0.332227122581623,8.21155919616324
5,300,148.125,0.333705856556297,8.28850311305874
5,300,148.75,0.335207395878894,8.36546693407907
5,300,149.375,0.336731785512641,8.44245435326717
5,300,150,0.338279077798097,8.51946906713067
5,300,150.625,0.339849332503762,8.59651477590923
5,300,151.25,0.341442616882318,8.67359518484418
5,300,151.875,0.343059005732513,8.75071400545154
5,300,152.5,0.344698581466899,8.82787495679923
5,300,153.125,0.346361434185311,8.90508176678954
5,300,153.75,0.348047661754272,8.98233817344768
5,300,154.375,0.349757369892518,9.05964792621756
5,300,155,0.351490672262459,9.13701478726557
5,300,155.625,0.353247690567997,9.21444253279353
5,300,156.25,0.355028554658565,9.29193495436163
5,300,156.875,0.356833402639698,9.36949586022257
5,300,157.5,0.358662380990103,9.44712907666772
5,300,158.125,0.360515644685563,9.52483844938648
5,300,158.75,0.362393357329585,9.60262784483983
5,300,159.375,0.364295691291168,9.68050115164917
5,300,160,0.366222827849766,9.75846228200155
5,300,160.625,0.368174957347581,9.83651517307236
5,300,161.25,0.370152279349509,9.91466378846666
5,300,161.875,0.372155002810781,9.99291211968031
5,300,162.5,0.374183346252667,10.0712641875821
5,300,163.125,0.376237537946329,10.1497240439179
5,300,163.75,0.378317816105169,10.2282957728387
5,300,164.375,0.38042442908586,10.3069834924527
5,300,165,0.382557635598351,10.3857913564041
5,300,165.625,0.384717704925111,10.4647235554786
5,300,166.25,0.386904917149889,10.5437843192386
5,300,166.875,0.389119563396342,10.6229779176872
5,300,167.5,0.391361946076838,10.7023086629651
5,300,168.125,0.393632379151678,10.7817809110801
5,300,168.75,0.395931188399301,10.8613990636715
5,300,169.375,0.39825871169761,10.94116756981
5,300,170,0.400615299317001,11.0210909278371
5,300,170.625,0.403001314225374,11.1011736872424
5,300,171.25,0.405417132405628,11.181420450584
5,300,171.875,0.407863143186138,11.2618358754504
5,300,172.5,0.410339749584533,11.3424246764691
5,300,173.125,0.412847368665449,11.4231916273613
5,300,173.75,0.415386431912678,11.504141563046
5,300,174.375,0.417957385616332,11.5852793817954
5,300,175,0.420560691275509,11.6666100474433
5,300,175.625,0.42319682601716,11.7481385916491
5,300,176.25,0.425866283031794,11.8298701162206
5,300,176.875,0.42856957202656,11.9118097954957
5,300,177.5,0.431307219696597,11.9939628787882
5,300,178.125,0.434079770215281,12.0763346928983
5,300,178.75,0.436887785744111,12.1589306446917
5,300,179.375,0.439731846963165,12.2417562237496
5,300,180,0.442612553622893,12.3248170050923
5,300,180.625,0.445530525118154,12.4081186519803
5,300,181.25,0.448486401085492,12.4916669187953
5,300,181.875,0.451480842024584,12.5754676540045
5,300,182.5,0.454514529944937,12.6595268032122
5,300,183.125,0.457588169038939,12.7438504123015
5,300,183.75,0.460702486382386,12.8284446306704
5,300,184.375,0.463858232663748,12.9133157145662
5,300,185,0.467056182943364,12.9984700305218
5,300,185.625,0.47029713744406,13.0839140588988
5,300,186.25,0.473581922374439,13.1696543975408
5,300,186.875,0.476911390786429,13.2556977655435
5,300,187.5,0.48028642346868,13.3420510071435
5,300,188.125,0.48370792987736,13.4287210957339
5,300,188.75,0.487176849106219,13.51571513801
5,300,189.375,0.490694150897657,13.6030403782509
5,300,190,0.494260836696819,13.6907042027437
5,300,190.625,0.497877940750648,13.7787141443553
5,300,191.25,0.501546531254193,13.8670778872587
5,300,191.875,0.505267711546351,13.9558032718202
5,300,192.5,0.509042621357434,14.0448982996544
5,300,193.125,0.512872438111207,14.1343711388548
5,300,193.75,0.516758378283937,14.2242301294063
5,300,194.375,0.520701698823445,14.3144837887894
5,300,195,0.524703698630931,14.4051408177831
5,300,195.625,0.528765720109009,14.4962101064754
5,300,196.25,0.532889150779133,14.5877007404912
5,300,196.875,0.537075424971953,14.6796220074473
5,300,197.5,0.541326025594433,14.7719834036437
5,300,198.125,0.545642485977726,14.8647946410028
5,300,198.75,0.550026391809899,14.9580656542673
5,300,199.375,0.554479383158075,15.0518066084692
5,300,200,0.559003156584734,15.1460279066806
5,300,200.625,0.563599467363151,15.2407401980619
5,300,201.25,0.568270131797315,15.3359543862186
5,300,201.875,0.573017029652023,15.4316816378828
5,300,202.5,0.57784210669917,15.527933391934
5,300,203.125,0.582747377386555,15.6247213687749
5,300,203.75,0.58773492763614,15.7220575800799
5,300,204.375,0.592806917778876,15.8199543389334
5,300,205,0.597965585633843,15.9184242703766
5,300,205.625,0.603213249739931,16.0174803223834
5,300,206.25,0.608552312748802,16.1171357772848
5,300,206.875,0.613985264988354,16.2174042636663
5,300,207.5,0.619514688206782,16.3182997687582
5,300,208.125,0.625143259507721,16.4198366513467
5,300,208.75,0.630873755487863,16.5220296552301
5,300,209.375,0.63670905658909,16.6248939232468
5,300,210,0.642652151678143,16.7284450119073
5,300,210.625,0.648706142867636,16.832698906657
5,300,211.25,0.654874250593171,16.9376720378055
5,300,211.875,0.661159818962534,17.0433812971559
5,300,212.5,0.667566321393967,17.1498440553703
5,300,213.125,0.674097366561708,17.2570781801108
5,300,213.75,0.680756704668481,17.3651020549975
5,300,214.375,0.687548234065913,17.4739345994263
5,300,215,0.694476008245685,17.5835952892939
5,300,215.625,0.701544243225486,17.6941041786791
5,300,216.25,0.708757325356409,17.8054819225319
5,300,216.875,0.71611981957967,17.9177498004278
5,300,217.5,0.723636478163504,18.0309297414453
5,300,218.125,0.731312249953017,18.14504435023
5,300,218.75,0.73915229016865,18.2601169343133
5,300,219.375,0.747161970791917,18.376171532757
5,300,220,0.755346891580059,18.4932329461991
5,300,220.625,0.763712891755039,18.6113267683848
5,300,221.25,0.772266062416001,18.7304794192676
5,300,221.875,0.781012759728775,18.8507181797748
5,300,222.5,0.789959618950505,18.9720712283361
5,300,223.125,0.799113569353049,19.0945676792819
5,300,223.75,0.808481850114341,19.2182376232262
5,300,224.375,0.818072027253504,19.3431121695534
5,300,225,0.82789201169267,19.4692234911421
5,300,225.625,0.837950078536442,19.5966048714655
5,300,226.25,0.848254887669132,19.7252907542164
5,300,226.875,0.858815505779639,19.8553167956217
5,300,227.5,0.869641429935562,19.9867199196161
5,300,228.125,0.880742612840496,20.1195383760637
5,300,228.75,0.892129489923495,20.2538118022264
5,300,229.375,0.90381300842528,20.3895812876949
5,300,230,0.91580465866536,20.5268894430148
5,300,230.625,0.928116507694729,20.6657804722567
5,300,231.25,0.940761235563648,20.8063002498004
5,300,231.875,0.953752174462017,20.9484964016234
5,300,232.5,0.96710335102216,21.0924183914063
5,300,233.125,0.980829532111351,21.238117611793
5,300,233.75,0.994946274485228,21.3856474811695
5,300,234.375,1.0094699787242,21.5350635463528
5,300,235,1.02441794793482,21.6864235916133
5,300,235.625,1.03980845176888,21.8397877544835
5,300,236.25,1.0556607963965,21.9952186488419
5,300,236.875,1.07199540116956,22.1527814957933
5,300,237.5,1.08883388283047,22.3125442629025
5,300,238.125,1.1061991482655,22.4745778123734
5,300,238.75,1.12411549697451,22.638956058796
5,300,239.375,1.14260873464066,22.8057561371112
5,300,240,1.16170629944039,22.9750585814604
5,300,240.625,1.18143740305096,23.1469475155914
5,300,241.25,1.20183318870353,23.321510855471
5,300,241.875,1.2229269091149,23.4988405246999
5,300,242.5,1.24475412773651,23.6790326832185
5,300,243.125,1.26735294751891,23.8621879695997
5,300,243.75,1.29076427234623,24.0484117569239
5,300,244.375,1.3150321075061,24.2378144217393
5,300,245,1.3402039070975,24.4305116248684
5,300,245.625,1.36633097823607,24.6266246016796
5,300,246.25,1.39346895441275,24.8262804577185
5,300,246.875,1.42167835354317,25.0296124629954
5,300,247.5,1.4510252402906,25.2367603343058
5,300,248.125,1.48158201735224,25.4478704890524
5,300,248.75,1.51342837676285,25.6630962450986
5,300,249.375,1.54665245001557,25.8825979276188
5,300,250,1.58135220482797,26.1065428232477
5,300,250.625,1.61763714604835,26.3351048902387
5,300,251.25,1.65563038663426,26.5684640848925
5,300,251.875,1.69547115738313,26.8068050901419
5,300,252.5,1.73731781134034,27.0503151181985
5,300,253.125,1.78135132992977,27.2991802858111
5,300,253.75,1.82777921075506,27.5535798014331
5,300,254.375,1.87683932794327,27.8136768292308
5,300,255,1.92880274284919,28.0796043919094
5,300,255.625,1.98397320579241,28.3514441042462
5,300,256.25,2.04267871361275,28.6291951897042
5,300,256.875,2.10524622635634,28.9127320491603
5,300,257.5,2.17194387418432,29.2017529940749
5,300,258.125,2.24286687390632,29.4957356905932
5,300,258.75,2.317741931858,29.7939443421522
5,300,259.375,2.39565483581271,30.0955829207828
5,300,260,2.47481201249978,30.4002256417836
5,300,260.625,2.55263840905226,30.7085605212831
5,300,261.25,2.62659192455647,31.023100460617
5,300,261.875,2.69559661770882,31.3480651697025
5,300,262.5,2.76105729558315,31.6879855292028
5,300,263.125,2.82637815191684,32.0459289344598
5,300,263.75,2.89537545386274,32.4228078933593
5,300,264.375,2.97097485397533,32.8180151618337
5,300,265,3.05487540813179,33.2304671240388
5,300,265.625,3.1478585930144,33.6593050337066
5,300,266.25,3.25022885782258,34.1041466054839
5,300,266.875,3.36213830837763,34.5650775930197
5,300,267.5,3.48376741312702,35.0425572259253
5,300,268.125,3.61540787704078,35.5373228542255
5,300,268.75,3.75749403209674,36.0503198113548
5,300,269.375,3.91061208652288,36.5826573697957
5,300,270,4.07550255038078,37.1355846930258
5,300,270.625,4.25306293919632,37.7104805529648
5,300,271.25,4.44435375933638,38.3088521849839
5,300,271.875,4.6506089706501,38.9323402450824
5,300,272.5,4.87325145052262,39.5827280081621
5,300,273.125,5.11391384168698,40.2619537202201
5,300,273.75,5.37446526458247,40.9721254984479
5,300,274.375,5.65704458770845,41.7155384586847
5,300,275,5.96410122941774,42.4946939061905
5,300,275.625,6.29844480275361,43.3123204927656
